% Model:              AluminaWithRodsOriginalRotated.mph
% Version:            COMSOL 5.5.0.292
% Date:               Mar 9 2026, 17:50
% Dimension:          3
% Nodes:              527
% Expressions:        4
% Description:        Electric potential, Electric field, x component, Electric field, y component, Electric field, z component
% Length unit:        mm
% X                       Y                        Z                        V (V)                    es.Ex (V/m)              es.Ey (V/m)              es.Ez (V/m)
0                         0                        158.88487010072086       -0.41889255197021585     -0.10077345314666886     -1.631650123792923       -20.609893782760388
0                         0                        157.99711845963597       -0.4360385649645445      -0.8429943035495189      -0.7649823251988899      -18.018056199681453
0                         0                        155.79975112476072       -0.46858243541388533     -2.0796825989660306      2.2132987095354366       -13.826716876376253
0                         0                        155.7405378532409        -0.4693990110932914      -2.1334253595947885      2.22630415635075         -13.754116218884334
0                         0                        153.41525443488845       -0.4940487031924802      -2.6148938105794883      1.458500048075365        -8.159930006315443
0                         0                        154.05221818318137       -0.48842524579500096     -2.338256151623739       1.7255609020923544       -9.49714204072097
0                         0                        154.60363882436073       -0.48286915598029684     -2.098770441982211       1.956755954794346        -10.654768859171561
0                         0                        155.49518611270835       -0.4725355832625133      -1.711565431716096       2.33055647462092         -12.526441723467514
0                         0                        153.39809264802443       -0.4941884330140142      -2.622347290552568       1.4513045970491447       -8.123901350072453
0                         0                        154.60222114767353       -0.48288425888806813     -2.099386148544653       1.9561615631232598       -10.651792654745291
0                         0                        154.5693152506327        -0.4832336290925507      -2.1136774019286975      1.9423650527418204       -10.582711546685733
0                         0                        155.63242528790207       -0.4707966945003769      -1.6519615307966262      2.3880969726949246       -12.81455525764061
0                         0                        152.2268700454162        -0.50226342285768        2.748369249400241        -3.9883335025333224      -7.851359211468697
0                         0                        154.072137827898         -0.488235649596144       -2.3296049153539684      1.733912644784084        -9.538960415326375
0                         0                        150.00816688780228       -0.5150055624104646      -0.9704282488022287      -2.173011610364501       -3.063457094929234
0                         0                        150.05979751274327       -0.5148441747273105      -0.9458204913059518      -2.1646755724732643      -3.188169079995488
0                         0                        147.8696436362751        -0.516033534921338       -1.9896733505967177      -2.51828751737089        2.102071699526972
0                         0                        147.89272498007034       -0.5160814101432315      -1.9786725131779974      -2.5145609121501025      2.046319513571616
0                         0                        147.86216508623266       -0.5160177469260092      -7.543976051162161       0.5100414599883081       13.165339123053457
0                         0                        148.0006478235121        -0.5162881878905204      -1.9272352283735579      -2.497136197394539       1.7856356257624988
0                         0                        148.90100239666668       -0.516916858664071       -1.4981157470161315      -2.351769182258563       -0.38913964007986745
0                         0                        149.3170667392938        -0.5165458814918942      -1.2998146329406737      -2.284593390192212       -1.3941286392184251
0                         0                        150.771968392355         -0.511961106802451       -0.6063915511873788      -2.0496918114943483      -4.908393156390609
0                         0                        149.99019557277472       -0.5150602267037881      -0.9789935869633304      -2.1759131743721767      -3.020048006352404
0                         0                        147.83532161348097       -0.5156657036231039      -7.460457728080684       0.3147676418670313       13.064002077435276
0                         0                        147.83605376853774       -0.5156752695101122      -7.462735688281356       0.3200937304365894       13.066766042853459
0                         0                        147.8094878152327        -0.5153294705550543      -7.3800808137940805      0.12683873761614262      12.966476663499861
0                         0                        147.80303224427595       -0.5152458432075964      -9.326325083362661       5.342970760093806        5.422245445963199
0                         0                        147.65395131251452       -0.5143700757684939      -8.76606173476884        4.913333079425641        6.326640595402119
0                         0                        147.02154304518933       -0.5091559430884119      -6.389398473118291       3.090789994950214        10.163127010372909
0                         0                        145.48296495348805       -0.503796757681343       -8.789649728931476       1.7225520731014825       2.9801779330771794
0                         0                        145.51845728437064       -0.5039029429956567      -8.776328504277565       1.735614730099229        3.0033859340076923
0                         0                        145.2585830853693        -0.5031445205058793      -8.873866268086639       1.6399701939499494       2.833457374731317
0                         0                        146.66076898759462       -0.5077603671322029      -8.347588254058381       2.1560330456245964       3.7503295810467723
0                         0                        147.01060406660972       -0.5091123768681104      -8.216285756772303       2.28478693496697         3.9790824591308933
0                         0                        146.49085566860717       -0.5071325752309163      -8.411361284390313       2.0934978626685137       3.639225340578248
0                         0                        145.17018326721916       -0.5028965983012933      -8.907045093135903       1.607435376584064        2.7756538151772467
0                         0                        145.0247213498174        -0.5024997642362975      -8.961640855998267       1.5538993284856417       2.6805380470530515
0                         0                        146.02313219750337       -0.5055019480812326      -8.586910460213758       1.9213561317397918       3.333386685221676
0                         0                        144.0263105021315        -0.5001493915536067      -5.902789703000577       3.4351512369751873       -4.11256520988659
0                         0                        142.4035658987436        -0.48902050158785887     1.394641000789811        -5.220014528465413       6.899897567978119
0                         0                        142.40727350894576       -0.4890460833641198      1.3973163935104616       -5.224679385691601       6.89970641739032
0                         0                        140.7808212953557        -0.47775584846887575     0.22367672390241466      -3.178302623324342       6.98356024228384
